stop,lat,lon,routes,trips
Hoskerehalli,12.93030789,77.53956987,16,120
Hoskerehalli D Souza Nagara,12.93178762,77.53330775,1,11
Hoskerehalli Kere Kodi,12.92954661,77.53469378,6,30
Hoskerehalli Shaneshwara Temple,12.92610563,77.53130548,1,1
Hoskerehalli Srinivasa Kalyana Mantapa,12.92579912,77.54423179,12,117
Hullalu,12.95567194,77.48009083,12,259
Hullalu Aralimara,12.95768823,77.48727836,2,2
Hullalu Balaji Layout,12.96004673,77.48931594,2,2
IAF Jalahalli West,13.05350532,77.53065538,27,174
Ideal Homes,12.92271303,77.51845171,48,448
Indira Priyadarshininagara Hegganahalli,13.00711757,77.51729429,2,28
Indo American Hybrid Farm,12.90401500,77.51229062,69,619
Institute of Social Economic College Bengaluru University,12.95388236,77.51406357,1,1
Iskcon Temple,13.01175164,77.55180104,80,617
ISRO Quarters Jalahalli,13.04512640,77.53489763,9,44
ITI Layout Annapoorneshwarinagara,12.96777613,77.50246983,1,1
ITI Layout Cross Mallathahalli,12.96194430,77.49797769,4,51
Ittamadu Hoskerehalli,12.92399791,77.54363159,12,117
Ittamadu SLV Bakery,12.92120968,77.54315334,11,116
Ittamadu VB Bakery,12.91953727,77.54222203,15,186
Jagajyothinagara,12.94115406,77.49436207,0,0
Jai Bhuvaneshwarinagara,13.01578472,77.53194720,4,71
Jai Maruthinagara,13.00990017,77.53277204,4,43
Jalahalli Bakery,13.04264275,77.54978657,37,353
Jalahalli Cross,13.04046326,77.51859181,508,4108
Jalahalli Income Tax Colony,13.04543473,77.53289267,0,0
Jalahalli Police Station,13.04884073,77.54972622,26,279
Jalahalli Village,13.04517734,77.54791170,2,8
Janapriya Apartment Sunkadakatte,12.98897848,77.49932013,81,655
Janapriya Town SHip,12.98877482,77.49944553,2,2
Javaregowdanagara,12.92976098,77.52083749,0,0
Jayaram Das Factory,12.93012611,77.50572237,255,2047
Jnana Jyothinagara 2nd Phase,12.95704521,77.49539942,1,1
Jnana Jyothinagara Kenchanapura Cross,12.94062732,77.49322549,48,614
Jnanakshi Layout BEML Layout,12.91217723,77.51356467,7,23
JSS College,12.90393306,77.50841481,61,555
Kalyananagara,12.96927214,77.51702205,395,2922
Kamalanagara,12.99675723,77.52737336,25,332
Kamalanagara Market,12.99607968,77.53079318,3,17
Kammagondanahalli,13.05489855,77.53475548,23,187
Kammagondanahalli Post Office,13.05692506,77.53262915,21,230
Kanteeravanagara 2nd Stage,13.01499877,77.53906511,1,17
Kanteerava Studio,13.02270856,77.53275253,135,1284
Kariyanapalya,12.89186459,77.52127469,2,44
Kebbahala,12.98532291,77.50324018,6,44
Kebbahala Muneshwara Temple,12.98305166,77.50246972,6,44
Kempegowda Arch Laggere Bridge,13.00174308,77.52553672,43,511
Kenchanapura Cross,12.94150431,77.49358887,131,1299
Kengunte Circle,12.96309009,77.50517875,223,1894
Kengunte Village,12.96135420,77.50218004,1,6
Kirloskar Company Yeshwanthapura,13.01455125,77.55995214,0,0
Kottigepalya,12.98776220,77.51520384,360,2773
Krishnananda Nagara Studio Road,13.01855871,77.53962569,4,34
Kuvempu Circle New BEL Road,13.04331876,77.56134422,5,11
Kwality Biscuits Factory,12.94681545,77.53107279,58,352
Laggere Aladamara,13.01324786,77.52097428,9,167
Laggere Bridge,13.00753898,77.52686641,105,921
Laggere Cross,13.02247990,77.52339497,34,378
Laggere MEI Colony,13.01996989,77.52069332,10,169
Laggere New Bus Stand,13.01055573,77.52501786,17,239
Laggere Parvathinagara,13.01628256,77.52028696,9,167
Lakshmidevi Nagara,13.01548324,77.52602368,10,106
LG Godown,12.91714843,77.51125529,9,80
Lourdu Bai Samudaya Bhavana,12.99720937,77.52343723,45,513
Malagala,12.97774265,77.51653790,35,248
Malagala Cross,12.97879727,77.51514248,6,17
Mallathahalli Cross,12.95744184,77.50325133,163,1514
Manganahalli Cross,12.95270217,77.48403731,24,327
Mantri Alpyne Apartment,12.90454506,77.52739146,2,81
Mariyappanapalya,12.94522521,77.49552935,228,2247
Maruthi Markandeyanagara Hegganahalli,13.00099824,77.50840947,1,15
Maruthinagara Herohalli Cross,12.98975230,77.49394298,4,65
Mattikere,13.03392940,77.55789757,231,2083
Mattikere Post Office,13.02890248,77.55902879,7,58
MEI Factory,13.02635470,77.54402881,308,2763
MES Road,13.04388333,77.55436167,65,561
Modern Food Goraguntepalya,13.02486191,77.53406412,77,781
Mohankumar Nagara,13.03059123,77.54937619,4,38
MPM Layout Kengunte,12.96377131,77.50301957,4,9
MS Ramaiah College,13.02883755,77.56153062,213,1901
Muneshwara Layout Bengaluru University Quarters,12.95124028,77.49440948,22,307
Muthyalanagara Cross,13.03786023,77.55342096,0,0
Muthyalanagara Ring Road,13.04371147,77.55323321,39,241
Mysore Lamp,13.01551294,77.55937814,7,149
Nagarabhavi,12.95845489,77.51901091,110,1034
Nagarabhavi 12th Block,12.96012112,77.51408434,48,495
Nagarabhavi 2nd Stage 11th Block,12.97758125,77.51336150,1,22
Nagarabhavi BDA Complex,12.97931455,77.51072497,18,39
Nagarabhavi BDA Complex Cross,12.97199114,77.51274593,17,144
Nagarabhavi Maruthinagara,12.96172963,77.52182067,58,655
Nagarabhavi Vinayaka layout,12.96065828,77.50749752,67,658
Nagarabhavi Vishweshwaraiah Sports Club,12.96908723,77.49946699,2,27
Nandini Layout Outer Ring Road,13.01466180,77.53064791,45,545
Narasapura Srigandha Kavalu,12.97692913,77.49455921,2,29
Nayandahalli,12.93985159,77.52357870,358,3039
Nayandahalli Junction,12.94502640,77.52858343,2,20
Nayandahalli Metro Station,12.94627957,77.52967268,27,237
Nayandahalli Railway Gate,12.94593111,77.52638885,18,149
Neelagiri Thopu Hegganahalli,12.99595423,77.50253342,37,403
Nrupathunga Nagara,12.95827013,77.50938982,5,48
Panchasheelanagara Malagala,12.97434482,77.52069533,1,2
Papareddypalya,12.97511092,77.50958039,106,1076
Pattanagere,12.91981766,77.51175888,13,75
Peenya 1st Stage,13.03560504,77.52594403,4,8
Peenya ESI Hospital,13.02527866,77.53033519,1,29
PES College Outer Ring Road,12.93479065,77.53710374,70,601
Platinum City Apartment,13.03395819,77.53135577,3,5
Pramod Layout,12.93880203,77.52866284,2,31
Press Layout Hullalu Road,12.95034340,77.49124344,22,307
PVP School Mariyappanapalya,12.94862434,77.49722533,74,897
Rajagopalanagara Police Station,13.02358987,77.52192915,3,8
Rajagopalanagara Police Station Outer Ring Road,13.00268000,77.52730697,0,0
Rajarajeshwarinagara  Gate,12.93645079,77.51841030,80,461
Rajarajeshwarinagara Nimishamba Temple,12.92497892,77.51783195,25,330
Rajarajeshwarinagara Petrol Bunk,12.93255946,77.51609265,42,427
Rajarajeshwari School,12.92771960,77.51415983,46,526
Rajarajeshwari Temple,12.92676834,77.51101859,44,472
Rajeev Gandhinagara Laggere,13.01281078,77.51786292,1,1
Rajkumar Punya Bhoomi,13.01859398,77.53189635,93,946
Ramakrishnanagara Rajakumar Samadi,13.01761337,77.53422305,2,41
Ramanjaneya Temple Kanteerava Studio,13.02079633,77.52914093,19,264
Ravi Badavane Jai Maruthinagara,13.00673260,77.53229948,0,0
RMC Yard,13.02361443,77.54869789,322,2978
RV College Kengeri,12.92535239,77.49922356,53,357
Sakamma Layout,13.00718683,77.52872854,1,17
Sanjay Gandhi Nagara Laggere,13.01877432,77.52628841,5,52
Shankarnaghh Bus Stand,12.99472457,77.52677120,15,210
Shanmukha Temple Shakthi Hills Resort,12.91149422,77.52745785,0,0
Shanthi Dhama Mysore Road,12.92901985,77.50114739,1,9
Sharadambanagara HMT Main Road,13.04588022,77.54124910,0,0
Sheraton Grand Bengaluru,13.01262000,77.55569011,0,0
Shettyhalli Air Force,13.05037284,77.52575453,29,186
Shopping Complex HMT,13.04966250,77.53776021,22,259
Siddartha Badavane Sunkadakatte,12.99477945,77.51114935,1,15
Sir M Vishweshwaraiah Layout 9th Block Mallathahalli Kere,12.96243309,77.49534812,3,33
Sonal Garments Laggere Cross,13.02126737,77.52652779,21,253
Sports Authority of India Bengaluru University,12.94152984,77.51575470,3,14
Srigandhada Kaval,12.97808569,77.49873340,1,0
Sri Gandhada Kavalu,12.97872339,77.50172874,5,51
Sri Mata Amritanandamayi Ashrama,12.94944359,77.48907879,22,307
Srinivasanagara Sunkadakatte,12.99083952,77.50867635,0,0
Sri Venkateshwara Garments Gorguntepalya,13.02814009,77.54094601,3,4
SRS Peenya,13.03422307,77.53038297,304,2562
SSVB Bakery Kanteerava Studio,13.01415337,77.53277667,5,78
State Bank BEL Circle,13.04980974,77.55352233,103,1070
Summanahalli,12.98734846,77.51915284,402,3034
Sunkadakatte,12.98954088,77.50609870,310,2425
Sunkadakatte Aralimara,12.99203460,77.50465103,41,460
Sunkadakatte Maramma Temple,12.99462199,77.50428825,38,444
Sunkadakatte Rajiv Gandhi Colony,12.98725436,77.50438079,6,44
Swatantra Yodha Nagara,13.00660500,77.52700167,1,3
Systems Peenya,13.03499411,77.51802251,185,1752
TVS Cross Peenya,13.02839423,77.51947193,195,1849
Upadhyaya Badavane,12.93527035,77.49900766,1,22
Upkar Residency Layout,12.96404583,77.48891451,15,110
Veerabhadranagara,12.93798025,77.53353336,8,19
Vidhana Soudha Layout Laggere,13.01537964,77.52233416,5,65
Vidyaniketan Public School Manganahalli,12.95119079,77.48611647,23,308
Vigneshwaranagara Hegganahalli,12.99246909,77.49922626,63,631
Vinayaka Talkies Sunkadakatte,12.99290947,77.50832766,1,15
Vishweshwaraiah Layout 5th Block,12.95841425,77.48161956,1,1
Vishweshwaraiah Layout RTO Office,12.96130324,77.48680361,1,1
Vokkaliga School Kottigepalya,12.98589380,77.51161817,88,902
Yashawanthapura Market,13.01995428,77.55566013,20,122
Yeshwanthapura,13.01784025,77.55654693,147,950
Yeshwanthapura Railway Station,13.02339976,77.55055099,20,229
8th Mile Dasarahalli,13.04646294,77.50762358,133,1507
Abbigere,13.07699663,77.52568625,12,120
Achyutha Nagara Gate Chikkabanavara,13.08424692,77.48644419,2,9
Annapoorneshwarinagara Laggere,13.00095121,77.51711189,1,13
Ayyappa Temple Jalahalli Cross,13.04661941,77.52259909,64,603
Bagalagunte,13.05631085,77.50726038,145,1554
Bagalagunte Village,13.05692768,77.50176228,1,26
Basaveshwara Satellite Bus Station Peenya,13.04368272,77.52535701,12,77
Best County MS Palya,13.08934858,77.54470378,2,8
Bone Mill,13.06375304,77.50486627,148,1511
Brundavana Peenya 2nd Stage,13.02040834,77.50815434,68,868
Byraveshwara Layout Bagalagunte,13.06535271,77.49479659,9,104
Chikka Banavara,13.08041621,77.50247777,123,1321
Chikka Banavara Railway Station,13.07535400,77.50461062,12,56
Chimni Hills Chikkabanavara,13.07222291,77.49936506,0,0
CS-Outdoor Clothing Company,13.02306004,77.51731575,1,3
Dasappanapalya,13.07934830,77.50591367,10,104
Deepak Factory,13.04745130,77.50129961,185,1304
Depot-22  Peenya 2nd Stage,13.01941718,77.50127077,1,1
Doddabidarakallu,13.03594289,77.49367811,5,17
Dwarakanagara Chikkabanavara,13.08772424,77.49520898,5,59
Ganapathinagara Chikkabanavara,13.07897404,77.49700606,8,65
Gangadhara Kalyana Mantapa,13.08000341,77.51137331,10,104
Ganga International School Nelagadarenahalli,13.02823251,77.49635391,4,101
Ganigarahalli,13.08911868,77.50990883,5,52
Geleyara Balaga Chikkabanavara,13.07131239,77.50580572,4,17
Gruhalakshmi Layout Nelagadarenahalli,13.02990135,77.50035882,4,101
Guni Agrahara,13.09356972,77.52787560,6,43
Hegganahalli,13.00391354,77.50472211,111,1104
Hegganahalli Cross,12.99969544,77.50402406,101,1074
Hegganahalli Milk Dairy,13.00746058,77.50550397,36,399
Herohalli Cross,12.98789774,77.49380886,204,1354
HMT Layout Nelagadarenahalli,13.03365733,77.50413268,4,101
HMT Watch Factory,13.05059084,77.53509012,15,112
IAF Jalahalli West,13.05350532,77.53065538,27,174
IAF Quarters Jalahalli West,13.05895983,77.52137594,1,3
Indiranagara Nelagadarenahalli,13.02764626,77.49376990,5,102
Indira Priyadarshininagara Hegganahalli,13.00711757,77.51729429,2,28
Jalahalli Cross,13.04046326,77.51859181,508,4108
Jalahalli West Shettyhalli Road,13.05921327,77.52021521,3,4
Janapriya Apartment Hesaraghatta Road,13.07328367,77.50315825,12,56
Janapriya Apartment Sunkadakatte,12.98897848,77.49932013,81,655
Janapriya Greenwood Apartment,13.08512736,77.51335345,3,27
Janapriya Town SHip,12.98877482,77.49944553,2,2
Kammagondanahalli,13.05489855,77.53475548,23,187
Kammagondanahalli Post Office,13.05692506,77.53262915,21,230
Kammagondanahalli Rama Temple,13.06365766,77.53057927,24,268
Kanshiramnagara,13.09064177,77.53892094,2,8
Kebbepalya Gate,13.09008465,77.51395293,2,4
Kempapura Soladevanahalli,13.09469048,77.49958796,3,20
Kempegowda Garden,13.07728301,77.52159923,4,27
Kere Guddadahalli,13.07951616,77.51541808,14,178
Kereguddadahalli Ayyappa School,13.07467620,77.51699924,1,5
Kirloskar Badavane Bagalagunte,13.06734755,77.50004165,3,29
Kongovi PVT LTD Peenya,13.02149504,77.51100618,3,6
KRS Gowda Layout,13.03441839,77.49926013,1,1
Kumbarahalli Cross Soldevanahalli,13.09669211,77.49396720,0,0
Laggere Aladamara,13.01324786,77.52097428,9,167
Laggere Cross,13.02247990,77.52339497,34,378
Laggere MEI Colony,13.01996989,77.52069332,10,169
Laggere New Bus Stand,13.01055573,77.52501786,17,239
Laggere Parvathinagara,13.01628256,77.52028696,9,167
Lakshmidevi Nagara,13.01548324,77.52602368,10,106
Lakshmipura Cross MS Palya,13.09203718,77.53399934,2,8
Lourdu Bai Samudaya Bhavana,12.99720937,77.52343723,45,513
Mahadeshwaranagara,12.99200627,77.49424874,1,2
Mallasandra Bagalagunte,13.05716413,77.50947699,0,0
Mallasandra Health  Center,13.05341641,77.51184069,3,19
Maruthi Markandeyanagara Hegganahalli,13.00099824,77.50840947,1,15
Maruthinagara Herohalli Cross,12.98975230,77.49394298,4,65
Medarahalli Railway Gate Chikkabanavara,13.07628299,77.50511169,4,49
Meenakshi Layout Bagalagunte,13.06548074,77.49287814,10,107
MEI Layout Bagalagunte,13.05994422,77.50660568,3,33
Morison Factory,13.05067977,77.49239188,27,157
Munikondappa Layout Widia Factory,13.05252494,77.50040978,2,12
Nagarahole Nagara,12.99844750,77.49738156,6,76
Nagasandra,13.03946053,77.49998675,9,33
Nagasandra Metro Station,13.04773023,77.49946296,6,127
Neelagiri Thopu Hegganahalli,12.99595423,77.50253342,37,403
Nelagadarenahalli,13.03151537,77.50353056,5,140
NTTF Peenya,13.02475305,77.51099375,180,1671
Out Door Clothing Company,13.02285164,77.51694359,0,0
Peenya 14th Cross,13.01636157,77.50583551,69,815
Peenya 2nd stage,13.01080561,77.50684531,50,626
Peenya Rolling Mill,13.02644614,77.51468270,70,809
Poornaprajna Widia School,13.05133217,77.50274196,1,1
Raghavendra Colony KG Halli,13.06454798,77.52750680,0,0
Rajagopalanagara Police Station,13.02358987,77.52192915,3,8
Rajani Farm Rajgopalanagara,13.01550705,77.51442097,3,32
Rajeev Gandhinagara Laggere,13.01281078,77.51786292,1,1
Ramanjaneya Temple Kanteerava Studio,13.02079633,77.52914093,19,264
Ravindranagara,13.04995385,77.51633808,1,12
RMG Factory,13.07600934,77.51711793,7,101
Rock Line Studio Nagasandra,13.04059619,77.49634078,1,5
Rukmini Nagara Nelagadirenahalli,13.04079256,77.50476885,1,39
Sahyadribalaga Layout Bagalagunte,13.06592229,77.49911696,2,16
Sanjay Gandhi Nagara Laggere,13.01877432,77.52628841,5,52
Sapthagiri College Hesaraghatta Road,13.06674010,77.50335417,15,69
Sapthagiri Hospital Hesaraghatta Road,13.07070819,77.50389866,15,69
Selection Corner( Mallasandra),13.04973175,77.51658350,2,7
Selection Corner (Mallasandra),13.04991074,77.51665592,0,0
Sheshadri Nagara Bagalagunte,13.06396401,77.48857051,1,3
Shettyhalli Air Force,13.05037284,77.52575453,29,186
Siddartha Badavane Sunkadakatte,12.99477945,77.51114935,1,15
Siddarthanagara IAF,13.05635024,77.52244949,1,3
Sidedahalli,13.06249401,77.49514502,15,174
SMS India PVT LTD Peenya 2nd Stage,13.03591741,77.51313083,3,4
Soladevanahalli Hesaragatta Road,13.09197741,77.48848066,2,3
Soladevanahalli Police Station,13.09344236,77.48887866,77,607
Somashettyhalli,13.08141616,77.51721181,3,25
Sonal Garments Laggere Cross,13.02126737,77.52652779,21,253
Sri Gandhanagara,13.00404353,77.51010463,1,17
Srinivasanagara Sunkadakatte,12.99083952,77.50867635,0,0
SRS Mathikere,13.06145312,77.53105469,24,268
Sunkadakatte,12.98954088,77.50609870,310,2425
Sunkadakatte Aralimara,12.99203460,77.50465103,41,460
Sunkadakatte Maramma Temple,12.99462199,77.50428825,38,444
Sunkadakatte Rajiv Gandhi Colony,12.98725436,77.50438079,6,44
Systems Peenya,13.03499411,77.51802251,185,1752
T Dasarahalli,13.04265607,77.51322116,337,2761
Thammenahalli Chikkabanavara,13.08433249,77.48879448,8,65
Thotada Guddadahalli Bagalagunte,13.06831298,77.48935036,10,144
TVS Cross Peenya,13.02839423,77.51947193,195,1849
Venugopalanagara Nagasandra,13.03969348,77.49402862,2,10
Vidhana Soudha Layout Laggere,13.01537964,77.52233416,5,65
Vigneshwaranagara Hegganahalli,12.99246909,77.49922626,63,631
Vinayaka Talkies Sunkadakatte,12.99290947,77.50832766,1,15
Vishweshwaraiah Enclave,13.06695826,77.53214031,2,14
Widia Factory,13.04904893,77.49697079,186,1266
Widia School 8th Mile,13.05113705,77.50767684,130,1494
WIMAC Junction,13.06870945,77.52992883,21,255
Basaveshwara College Rajajinagara,12.99440091,77.55274699,64,792
Basaveshwaranagara Havanur Circle,12.98900482,77.53767908,19,178
Bheemajyothinagara Shankara Mutt,13.00218931,77.54073277,2,42
Cauverynagara Kurubarahalli,12.99958372,77.53069326,8,164
Depot-31 Gate,12.99306649,77.52157567,121,943
East West Public School Subramanyanagara,13.00546823,77.55647010,6,164
Geleyara Balaga Extension Rajajinagara,13.00594545,77.54112381,4,46
Govardhan Talkies,13.01999619,77.55268998,364,3283
Govt Soap Factory,13.01310347,77.55432151,120,1114
Iskcon Temple,13.01175164,77.55180104,80,617
Jai Bhuvaneshwarinagara,13.01578472,77.53194720,4,71
Jai Maruthinagara,13.00990017,77.53277204,4,43
JC Nagara Kurubarahalli,13.00592324,77.53493786,3,29
Kamakshipalya,12.98384868,77.52919176,278,2136
Kamalanagara,12.99675723,77.52737336,25,332
Kamalanagara 8th Main,12.99253582,77.53872112,10,18
Kamalanagara BEML Layout,12.99266000,77.53068500,11,143
Kamalanagara Gudde Devastana,12.99533221,77.53324136,5,20
Kamalanagara Market,12.99607968,77.53079318,3,17
Kamalanagara Maruthi Temple,12.99496893,77.53545084,2,7
Kamalanagara Old Bus Stop,12.99219010,77.53467098,7,151
Kamalanagara Water Tank,12.99579361,77.53995217,3,6
Kanteeravanagara 2nd Stage,13.01499877,77.53906511,1,17
Kanteerava Studio,13.02270856,77.53275253,135,1284
Kempegowda Arch Laggere Bridge,13.00174308,77.52553672,43,511
Krishnananda Nagara Studio Road,13.01855871,77.53962569,4,34
Kurubarahalli,13.00092246,77.53627092,26,254
Laggere Bridge,13.00753898,77.52686641,105,921
Laggere New Bus Stand,13.01055573,77.52501786,17,239
Lakshmidevi Nagara,13.01548324,77.52602368,10,106
Lourdu Bai Samudaya Bhavana,12.99720937,77.52343723,45,513
Mahalakshmi Layout,13.01189027,77.54402134,51,572
Mahalakshmi Layout Entrance,13.00738919,77.54882006,163,1546
Mahalakshmi Layout Ganesha Temple,13.00858237,77.54314139,40,567
Mahalakshmi Layout Srinavasa Temple,13.00832743,77.54500146,25,223
Manjunatha Nagara Shivanahalli,12.99155958,77.54295766,5,123
Manjunatha Nagara WOC Road,12.99585888,77.55072313,50,500
Mariyappanapalya Navarang,12.99847143,77.55582443,50,679
MEI Factory,13.02635470,77.54402881,308,2763
Modern Food Goraguntepalya,13.02486191,77.53406412,77,781
Modi Hospital,12.99748625,77.54610710,62,575
Nandini Layout Bus Stand,13.01141179,77.53589221,50,395
Nandini Layout Outer Ring Road,13.01466180,77.53064791,45,545
Nandini Talkies,13.00382792,77.54339419,3,43
Navarang Theatre,12.99941968,77.54980786,167,1891
Peenya ESI Hospital,13.02527866,77.53033519,1,29
Rajagopalanagara Police Station Outer Ring Road,13.00268000,77.52730697,0,0
Rajajinagara 1st Block,13.00539561,77.54899206,24,77
Rajajinagara 2nd Block,12.99605818,77.55142166,36,461
Rajajinagara Metro Station,12.99981827,77.54973225,1,1
Rajkumar Punya Bhoomi,13.01859398,77.53189635,93,946
Ramakrishnanagara Rajakumar Samadi,13.01761337,77.53422305,2,41
Ramanjaneya Temple Kanteerava Studio,13.02079633,77.52914093,19,264
Ravi Badavane Jai Maruthinagara,13.00673260,77.53229948,0,0
RMC Yard,13.02361443,77.54869789,322,2978
Sakamma Layout,13.00718683,77.52872854,1,17
Saraswathipuram,13.00915040,77.53824422,31,358
Shankaranagara Mahalakshmi Layout,13.01592897,77.54368853,28,356
Shankar Mutt,12.99911538,77.54162477,69,605
Shankarnaghh Bus Stand,12.99472457,77.52677120,15,210
Sheraton Grand Bengaluru,13.01262000,77.55569011,0,0
Sri Venkateshwara Garments Gorguntepalya,13.02814009,77.54094601,3,4
SSVB Bakery Kanteerava Studio,13.01415337,77.53277667,5,78
Subramanyanagara Police Station,13.00346991,77.55356312,1,1
Summanahalli,12.98734846,77.51915284,402,3034
